y_max,y_min,y_peak_to_peak,y_mean,y_median,y_std,y_abs_mean,y_energy,y_abs_area,x_at_y_max,x_at_y_min,first_third_energy,middle_third_energy,last_third_energy,first_third_std,middle_third_std,last_third_std,label,file_path,x,y,source_dataset,instance_id,y_pred,proba_0,proba_1,proba_2,proba_3
-2.515338267964516,-7.049520939604839,4.534182671640322,-3.774284282751077,-3.778837078585484,0.1836892968187502,3.774284282751077,57130.13338275509,754.85214655578,982.0,981.45,19408.61744315907,18396.028362472895,19325.487577123116,0.2731712434446318,0.0980285747392386,0.1058054605489908,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk3_tr/scan/2026-06-10T05-14-29.999241-Hohlrmtestk3_tr-[10110]-[18.0,-6.0,5.83]-[1.0,0.0,0.0,0.0]-delta[0.003mm-0.0deg]-avg20.txt",18,-6,messreihe_3,messreihe_3_x18_y-6,3,0.020114645,0.025515046,0.15593953,0.7984308
-3.171188887729032,-5.588998532125807,2.4178096443967747,-3.85701661290454,-3.862174501522581,0.1409508779158561,3.85701661290454,59600.67365312965,771.3995554627716,978.75,978.0,20207.187849479833,19109.113185864007,20284.372617785804,0.1560099470175416,0.1109768881170192,0.1212838245382368,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk2_tr/scan/2026-04-29T12-51-20.434022-Hohlrmtestk2_tr-[13745]-[22.0,55.0,5.71]-[1.0,0.0,0.0,0.0]-delta[0.011mm-0.0deg]-avg20.txt",22,55,messreihe_2,messreihe_2_x22_y55,0,0.5866584,0.0023720213,0.25466636,0.15630327
-2.6066925441741935,-6.684825805135484,4.07813326096129,-3.794051507958861,-3.799291476479032,0.1684254346554554,3.794051507958861,57707.19908230723,758.8068763026401,977.9,977.5,19595.32413570207,18471.672768535085,19640.202178070067,0.2246847856834152,0.1103216435193881,0.1184988029721209,0,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk2_tr/scan/2026-04-29T21-53-45.399940-Hohlrmtestk2_tr-[21053]-[75.0,79.0,5.78]-[1.0,0.0,0.0,0.0]-delta[0.016mm-0.0deg]-avg20.txt",75,79,messreihe_2,messreihe_2_x75_y79,0,0.9857209,0.0003848104,0.0039468985,0.009947321
-2.836847157279032,-5.321681451303226,2.4848342940241936,-3.8953942722723616,-3.90062451415,0.1376311035092176,3.8953942722723616,60787.34846727905,779.075105504781,979.7,978.75,20591.161095868574,19623.042621736808,20573.14474967367,0.1760351390206863,0.0956919005642719,0.1051077597091696,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk3_tr/scan/2026-06-09T20-32-01.056871-Hohlrmtestk3_tr-[3436]-[-56.0,12.0,4.87]-[1.0,0.0,0.0,0.0]-delta[0.003mm-0.0deg]-avg20.txt",-56,12,messreihe_3,messreihe_3_x-56_y12,3,0.024062447,0.06478181,0.013788184,0.89736754
-3.116088372170968,-5.836045817508064,2.7199574453370965,-3.8356434082154256,-3.8400514712677425,0.1414740616568116,3.8356434082154256,58943.43323569761,767.1246593282779,979.6,980.2,19970.99890151375,19008.48250493843,19963.951829245423,0.1843938515839501,0.096478940771444,0.1046119938831574,0,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk3_tr/scan/2026-06-10T01-33-39.468522-Hohlrmtestk3_tr-[7311]-[-30.0,-41.0,5.62]-[1.0,0.0,0.0,0.0]-delta[0.011mm-0.0deg]-avg20.txt",-30,-41,messreihe_3,messreihe_3_x-30_y-41,0,0.6858115,0.016457256,0.023629678,0.27410156
-2.8843590718758065,-6.54831972237258,3.663960650496773,-3.793729421758591,-3.7998649727161298,0.1630515548695011,3.793729421758591,57690.293908983615,758.7423691221018,979.5,978.4,19561.031404966045,18584.87652871403,19544.38597530354,0.2313718684117994,0.0960859592196778,0.1054308303115538,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk3_tr/scan/2026-06-10T02-57-45.130835-Hohlrmtestk3_tr-[8356]-[-11.0,-64.0,5.34]-[1.0,0.0,0.0,0.0]-delta[0.017mm-0.0deg]-avg20.txt",-11,-64,messreihe_3,messreihe_3_x-11_y-64,3,0.023759354,0.01592167,0.008023666,0.95229536
-3.2563348609580647,-5.505414767491936,2.249079906533871,-3.899518622843688,-3.9058574293741937,0.1434425497231272,3.899518622843688,60922.511841158186,779.8998035342149,978.0,977.4,20667.637183333853,19530.96822956042,20723.906428263916,0.1645636792273685,0.1104830323565587,0.1183707018309589,2,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk2_tr/scan/2026-04-29T07-21-30.227120-Hohlrmtestk2_tr-[9281]-[-14.0,-29.0,5.56]-[1.0,0.0,0.0,0.0]-delta[0.009mm-0.0deg]-avg20.txt",-14,-29,messreihe_2,messreihe_2_x-14_y-29,2,0.033394575,0.012937093,0.7852449,0.16842341
-3.401026863691935,-5.451344764701613,2.0503179010096777,-3.980660232796613,-3.9862056231064513,0.1295394528894803,3.980660232796613,63465.607871651984,796.1279372165804,976.75,977.4,21489.92464416325,20468.149862978746,21507.533364509993,0.1482988780753313,0.1001130512304885,0.1095451619046315,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk3_tr/scan/2026-06-09T16-19-43.469840-Hohlrmtestk3_tr-[206]-[-78.0,3.0,4.55]-[1.0,0.0,0.0,0.0]-delta[0.013mm-0.0deg]-avg20.txt",-78,3,messreihe_3,messreihe_3_x-78_y3,0,0.96191007,0.00047772322,0.0345218,0.0030904403
-3.0090785927548382,-6.40800597607258,3.398927383317742,-3.889166911257228,-3.8968496718177414,0.1665528425712485,3.889166911257228,60628.58981105959,777.8298192436949,975.75,975.1,20582.61270639239,19410.57453958001,20635.40256508719,0.2169760031570509,0.1118381436540218,0.121816822877714,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk1_tr/scan/2026-04-27T17-01-28.558532-Hohlrmtestk1_tr-[904]-[-73.0,45.0,4.13]-[1.0,0.0,0.0,0.0]-delta[0.012mm-0.0deg]-avg20.txt",-73,45,messreihe_1,messreihe_1_x-73_y45,3,0.018430153,0.133745,0.32729736,0.52052754
-3.150611242077419,-6.03421173457742,2.883600492500001,-3.8486662472506,-3.8550742962403226,0.1550338035067167,3.8486662472506,59359.90571918606,769.729558134964,975.2,975.85,20139.66811263698,19014.972362687393,20205.26524386169,0.1910430852443298,0.1117024913766589,0.1210851745332406,3,"/Users/flo/Desktop/Isenhagen/labeled data/Hohlraumtestk1_tr/scan/2026-04-28T02-15-26.858784-Hohlrmtestk1_tr-[8305]-[-21.0,-61.0,4.72]-[1.0,0.0,0.0,0.0]-delta[0.014mm-0.0deg]-avg20.txt",-21,-61,messreihe_1,messreihe_1_x-21_y-61,3,0.0030248791,0.023343941,0.28465787,0.68897337
