,precision,recall,f1-score,support
1,0.9458779106356199,0.9423197492163009,0.9440954773869347,1595.0
2,0.4831960827954596,0.9841341795104261,0.6481564412598896,2206.0
3,0.9962694755321484,0.6639368236326412,0.7968407196138657,6838.0
accuracy,0.7720650437071154,0.7720650437071154,0.7720650437071154,0.7720650437071154
macro avg,0.8084478229877426,0.8634635841197894,0.7963642127535633,10639.0
weighted avg,0.8823288372778859,0.7720650437071154,0.7880874364668757,10639.0
