model,red_threshold,green_threshold,accuracy,balanced_accuracy,macro_f1,weighted_f1,critical_errors,critical_error_rate,false_alarms,false_alarm_rate,red_to_yellow_rate,green_to_yellow_rate
hgb,0.5,0.975,0.7955586887557279,0.8650927034598285,0.8103134080586857,0.8108590054891194,14,1.09717868338558,37,0.676416819012797,8.699059561128527,28.299817184643512
hgb,0.55,0.975,0.79461872870403,0.8629304636937986,0.8090794535959563,0.8102290911395812,14,1.09717868338558,34,0.6215722120658135,9.404388714733543,28.35466179159049
hgb,0.6,0.975,0.7941487486781812,0.8616684047927831,0.8086412227030259,0.8100017698119408,14,1.09717868338558,31,0.56672760511883,9.952978056426334,28.409506398537477
hgb,0.65,0.975,0.79356127364587,0.8603622396935146,0.808028054924056,0.8096592043000678,14,1.09717868338558,27,0.4936014625228519,10.344827586206897,28.482632541133455
hgb,0.7,0.975,0.7923863235812478,0.8576051582805769,0.8065055522064739,0.808885652246183,14,1.09717868338558,23,0.4204753199268739,11.285266457680251,28.555758683729433
hgb,0.2,0.98,0.7836916931030431,0.8672173260822814,0.8009794731569455,0.7978622764780902,10,0.7836990595611284,83,1.517367458866545,5.172413793103448,29.981718464351005
hgb,0.25,0.98,0.7832217130771942,0.8658828915740656,0.8016887279544339,0.7980576311568774,10,0.7836990595611284,66,1.206581352833638,5.799373040752351,30.29250457038391
hgb,0.3,0.98,0.7828692280578076,0.8648096900857034,0.8017270611065622,0.7980393225458764,10,0.7836990595611284,60,1.0968921389396709,6.347962382445141,30.40219378427788
hgb,0.35,0.98,0.7820467630125719,0.8626915565179264,0.8008750638855832,0.7976063764749217,10,0.7836990595611284,56,1.023765996343693,7.210031347962382,30.475319926873855
hgb,0.4,0.98,0.7811068029608742,0.8605293167518964,0.7996767218906058,0.7969957126177794,10,0.7836990595611284,53,0.9689213893967094,7.915360501567398,30.53016453382084
hgb,0.45,0.98,0.7801668429091764,0.8583670769858665,0.799052881311042,0.7965938390099709,10,0.7836990595611284,43,0.7861060329067643,8.620689655172415,30.712979890310788
hgb,0.5,0.98,0.7798143578897897,0.8574386267119048,0.7990497152083874,0.7965433099909885,10,0.7836990595611284,37,0.676416819012797,9.012539184952978,30.822669104204753
hgb,0.55,0.98,0.7788743978380919,0.8552763869458749,0.7978415482568271,0.7959294389820261,10,0.7836990595611284,34,0.6215722120658135,9.717868338557993,30.87751371115174
