label,count,mean,median,std,min,max
0,1466,0.047624931733634586,0.03071752260350819,0.05568902555393042,0.0018741547280363429,0.5715680941038168
1,1627,0.06546897499106985,0.03322763437045424,0.1210494556787491,0.001509961597576199,1.7124457577166583
2,696,0.03541024763678845,0.02171965449808904,0.040668370829995235,0.0011039441427732615,0.32551004184741866
3,6850,0.030308106720192258,0.020396079332489186,0.03871701017433757,0.000813813278160649,1.2653384415501756
