label,count,mean,median,std,min,max
0,1466,0.46190750413835047,0.4569303999272227,0.0468832685704008,0.38109939016531047,0.6092729830170893
1,1627,0.4627996236703841,0.46104785147981475,0.04617387479414704,0.37947431612125526,0.6560727832765957
2,696,0.4200409562765735,0.4051102339352891,0.03983305408568431,0.3722647688783239,0.5916579509849962
3,6850,0.4469039899889329,0.43212567583037176,0.056142742231445705,0.3721598082272672,0.6906249172960788
